統計期,國家/地區別,<b>總計</b>,1.活動物；動物產品,(1)水產品,2.植物產品,(1)食用蔬菜,(2)食用果實及堅果,3.動植物油脂,4.調製食品；飲料及菸酒,(1)調製食品,(2)飲料、酒類及醋,(3)菸及菸葉代用品,5.礦產品,(1)石油煉製品,6.化學品,(1)有機化學品,7.塑膠、橡膠及其製品,(1)塑膠原料,(2)塑膠製品,(3)橡膠及其製品,8.毛皮及其製品,9.木及木製品,10.紙漿；紙及其製品；印刷品,11.紡織品,(1)紗布,12.鞋、帽及其他飾品,13.非金屬礦物製品,14.珠寶及貴金屬製品,15.基本金屬及其製品,(1)鋼鐵及其製品,(2)其他基本金屬及其製品,16.機械及電機設備,(1)電子零組件,(2)機械,(3)電機產品,(4)資通與視聽產品,(5)家用電器,17.運輸工具,18.光學及精密儀器；鐘錶；樂器,(1)光學及精密儀器,19.其他,(1)家具,(2)玩具與運動用品,月,年
114年 2月,墨西哥,938717,－,－,27,－,－,－,377,358,19,－,357,37,3927,1602,16110,8793,5226,2091,2,96,805,2939,1940,－,1000,－,59709,50272,9437,828185,230686,16260,19952,560987,300,16646,4103,3998,4434,1583,1970,2,114
114年 2月,南美洲,148417,3917,3917,625,－,54,－,584,536,29,－,29,29,15051,6280,20848,11889,5568,3391,75,－,795,7493,6176,62,789,－,21564,17964,3600,58834,10453,24305,10255,13255,566,11379,4084,3897,2288,539,304,2,114
114年 2月,巴西,83176,1136,1136,445,－,－,－,81,81,－,－,－,－,10334,5376,8853,5835,2099,919,－,－,332,4637,4031,9,575,－,15020,13088,1932,34723,10360,14072,2747,7493,51,4703,1599,1478,729,254,45,2,114
114年 2月,智利,11579,－,－,59,－,54,－,95,77,18,－,－,－,674,176,1798,523,826,449,73,－,24,901,582,34,12,－,1464,871,593,3415,4,1620,647,1078,66,1609,923,905,498,51,88,2,114
114年 2月,秘魯,10608,－,－,9,－,－,－,196,185,11,－,2,2,1390,146,2643,1326,390,927,－,－,161,593,585,－,5,－,661,477,184,3660,2,2095,843,649,71,828,273,225,187,44,5,2,114
114年 2月,歐洲,2623854,1148,764,1568,7,15,483,9050,6578,2472,－,1036,12,77238,27700,105591,41638,37962,25991,4258,1237,4701,19717,8206,2270,12771,30680,392862,317702,75160,1572208,259503,198027,141373,969854,3451,227090,108600,105625,51346,8956,18383,2,114
114年 2月,德國,424861,398,132,149,－,－,254,1061,832,229,－,17,－,9860,1255,14785,4461,6939,3385,32,5,477,2383,788,194,2781,7861,33074,22753,10321,277708,80106,32710,19257,144980,655,42442,22082,21972,9298,2114,1674,2,114
114年 2月,法國,100598,11,11,59,－,－,－,851,516,335,－,－,－,4137,1476,6644,1239,3996,1409,127,54,202,2358,1129,179,1114,900,15963,6788,9175,46470,8730,9091,7990,20544,115,10665,7350,7307,3514,342,1567,2,114
114年 2月,荷蘭,476663,98,98,1010,1,15,219,1964,1453,511,－,－,－,11512,6914,20863,8707,5397,6759,445,850,548,871,302,74,2025,14,19357,13513,5844,313471,31705,46819,21656,212856,435,51090,46198,45926,6054,1656,2492,2,114
114年 2月,英國,305846,139,139,117,6,－,－,1962,1378,584,－,－,－,3724,958,12351,4479,5744,2128,249,83,324,2028,749,127,995,18587,35930,22924,13006,177881,4650,27544,13447,131494,746,32064,9683,9296,9602,1368,5166,2,114
114年 2月,俄羅斯,29639,－,－,6,－,－,－,147,147,－,－,1,1,1926,265,3725,1625,778,1322,12,－,－,927,673,－,136,－,6404,1672,4732,9182,53,5520,2781,756,72,2081,2098,2081,2994,240,234,2,114
114年 2月,奧地利,35123,－,－,－,－,－,－,－,－,－,－,－,－,9264,6342,315,213,66,36,24,－,35,184,133,60,124,9,1114,408,706,21103,9919,2864,2984,5331,5,1691,742,626,458,26,73,2,114
114年 2月,比利時,137767,－,－,29,－,－,－,256,256,－,－,950,－,9429,1886,9532,6530,2485,517,7,－,22,1178,624,2,663,1649,58439,54722,3717,45316,24341,11324,3393,6244,14,7561,1592,1475,1142,163,114,2,114
114年 2月,匈牙利,82662,3,－,9,－,－,－,30,－,30,－,－,－,34,22,716,20,532,164,－,－,20,242,242,－,14,4,784,422,362,70955,19485,1136,1621,48647,66,9255,266,266,330,26,39,2,114
114年 2月,義大利,215139,5,5,88,－,－,10,709,548,161,－,5,5,12927,4410,10199,3134,3465,3600,2888,214,1394,4999,1084,1337,2296,309,87189,77736,9453,55936,5986,24659,11968,13157,166,24150,6806,6750,3678,749,872,2,114
114年 2月,波蘭,89016,129,14,－,－,－,－,84,84,－,－,－,－,2462,694,4624,1685,1233,1706,22,2,63,306,198,8,695,－,11307,8877,2430,54202,11619,6854,25447,10208,74,10271,1864,1864,2977,601,1090,2,114
114年 2月,西班牙,127804,－,－,4,－,－,－,494,370,124,－,－,－,2406,843,5031,2267,1589,1175,37,13,1222,1737,1145,184,895,13,63627,59916,3711,31305,2195,6620,11318,10699,473,14995,2429,2330,3412,278,2170,2,114
114年 2月,瑞典,38351,－,－,27,－,－,－,33,22,11,－,8,－,598,6,1098,103,710,285,2,－,243,292,43,12,29,7,16078,13631,2447,16307,5675,2120,2502,6010,－,1710,414,407,1493,432,713,2,114
114年 2月,瑞士,34020,4,4,6,－,－,－,75,－,75,－,6,6,716,325,1036,143,688,205,363,3,3,260,13,31,49,1254,4686,3421,1265,18711,4566,4327,4972,4739,107,3002,3263,1537,552,15,72,2,114
114年 2月,烏克蘭,4512,－,－,10,－,－,－,29,29,－,－,－,－,2,－,66,55,11,－,2,－,－,－,－,－,－,－,232,140,92,3367,95,947,176,2149,－,238,318,318,248,－,192,2,114
114年 2月,歐盟(註2),2026712,1005,621,1425,1,15,483,7129,5284,1845,－,1029,5,70495,25968,87947,35033,30714,22200,3629,1151,4361,16497,6774,2112,11585,10835,343522,287814,55708,1144365,249008,158975,119354,614659,2369,188689,93080,92244,37373,7265,12520,2,114
114年 2月,東歐,333685,134,16,77,－,－,－,1402,999,403,－,1,1,6469,1186,15237,6670,4034,4533,56,11,136,2801,1792,29,1553,59,29537,18872,10665,231992,54679,19578,35869,121441,425,28747,6225,6203,9219,1485,2313,2,114
114年 2月,非洲,125686,2405,2369,596,56,－,16,667,454,213,－,226,4,6970,2421,19121,13813,3944,1364,102,4,492,10338,8852,55,536,－,5549,3880,1669,66002,4853,17511,2513,40871,254,8827,1959,1957,1821,306,181,2,114
114年 2月,阿爾及利亞,7560,－,－,－,－,－,－,－,－,－,－,－,－,866,－,2632,968,1656,8,70,－,18,121,121,－,－,－,55,51,4,2906,139,1859,287,621,－,91,789,789,12,－,－,2,114
114年 2月,安哥拉,561,－,－,－,－,－,－,－,－,－,－,－,－,－,－,255,251,－,4,－,－,－,－,－,－,－,－,－,－,－,306,－,296,－,10,－,－,－,－,－,－,－,2,114
114年 2月,埃及,25393,－,－,－,－,－,10,37,37,－,－,－,－,1137,488,4617,4035,245,337,－,－,142,2547,2432,－,242,－,1151,1032,119,14119,3934,1576,294,8272,43,1124,100,100,167,2,－,2,114
114年 2月,南非,51938,517,507,134,53,－,5,386,289,97,－,4,4,2246,545,5828,4445,921,462,15,2,95,925,800,45,114,－,3239,2115,1124,33820,323,4116,899,28405,77,3321,519,517,723,184,127,2,114
114年 2月,肯亞,7386,25,25,－,－,－,－,－,－,－,－,－,－,183,25,1618,1477,48,93,－,－,79,1746,1643,1,61,－,72,－,72,3431,－,1558,54,1817,2,－,61,61,109,－,3,2,114
114年 2月,奈及利亞,6130,－,－,－,－,－,－,－,－,－,－,－,－,871,871,1370,911,190,269,－,－,－,53,24,－,68,－,137,115,22,2170,8,1898,157,105,2,1133,43,43,285,－,－,2,114
114年 2月,大洋洲,617394,3991,3882,4143,84,14,236,8149,5626,1315,1171,328907,326447,24870,5200,39583,21180,9814,8589,292,81,8596,5766,1196,330,966,49,72735,51727,21008,80675,1288,22720,11521,44165,981,20176,6399,6124,11450,3341,5088,2,114
114年 2月,澳大利亞,562439,1787,1763,1633,55,－,103,6439,4721,547,1171,320361,318563,23791,4926,30576,15188,8222,7166,283,25,7845,3312,823,309,764,49,61105,42339,18766,71266,869,18538,10469,40482,908,16948,6022,5749,9821,2946,4632,2,114
114年 2月,巴布亞紐幾內亞,504,10,－,11,1,－,－,11,11,－,－,－,－,70,51,23,－,1,22,－,27,27,8,－,－,－,－,173,173,－,116,－,93,－,23,－,1,－,－,27,－,－,2,114
114年 2月,紐西蘭,33848,173,108,31,11,－,98,736,706,24,－,－,－,821,215,6870,4401,1217,1252,9,6,299,965,278,14,187,－,10363,8790,1573,8483,385,3631,984,3431,52,3170,333,333,1290,316,429,2,114
106年 1月,亞洲,16838605.0,125096,113626,36963,9175,10005,6102,114362,62828,41438,4214,881420,778073,1299220,760532,1059565,704377,270296,84892,33564,7037,97266,551507,454607,16785,146983,69687,1112463,565424,547039,9846438,7304795,1002792,360504,1160877,17470,202006,1030421,1019281,201720.0,42055,43580,1,106
106年 1月,中國大陸,6179335.0,23825,20323,9911,13,8239,755,26870,20741,5901,－,100668,32968,753067,554993,497080,380410,98794,17876,7413,2154,22512,119738,96735,4123,85347,9889,409885,120372,289513,3384577,2297921,432221,136597,513677,4161,35622,639492,637555,46407.0,5273,10690,1,106
106年 1月,香港,3010315.0,6469,5933,4116,318,488,215,16670,14336,1582,394,78362,72565,44470,4646,82214,60105,19292,2817,3879,204,7292,34207,29141,1797,13701,35755,45133,17982,27151,2416408,2065249,37708,62003,248205,3243,4081,187707,182454,27635.0,1244,5946,1,106
106年 1月,日本,1639525.0,50137,46530,14884,7744,59,766,5037,3824,74,784,4589,360,107144,26517,106868,47111,49294,10463,3843,2554,9155,33676,20784,4358,25399,15425,179604,110563,69041,886908,556667,111263,61518,151827,5633,50642,76737,74673,61799.0,27608,15559,1,106
106年 1月,南韓,1139710.0,8905,7235,1893,695,－,3158,6553,5349,205,352,76586,71993,71121,49813,46462,15756,28704,2002,447,382,4361,7749,4864,432,10490,850,88229,58691,29538,741475,591211,69461,10586,69858,359,6640,52838,52579,11139.0,2341,3578,1,106
106年 1月,新南向18國(註1),5133184.0,38886,36586,6945,458,1191,1300,62140,20712,34118,2684,624767,600275,356754,127032,363905,219517,88883,55505,18534,1871,61621,361879,304843,6535,13616,7819,452612,300131,152481,2484410,1794788,373044,101962,208640,5976,124469,79037,77069,66084.0,9735,11767,1,106
106年 1月,東協10國,4442554.0,35110,33025,5044,262,1189,1059,57997,17510,33639,2684,614516,596625,260320,94454,239281,127231,64276,47774,15356,1187,46552,294718,252509,5648,9489,7620,347094,227944,119150,2288491,1779815,279558,77676,147753,3689,98982,68291,66741,45799.0,4892,5394,1,106
106年 1月,泰國,506739.0,16522,16519,200,－,－,147,1485,1380,34,－,2217,108,48346,15517,41846,16096,13863,11887,447,100,8613,28577,22608,1085,2113,98,97624,57667,39957,230418,134227,56445,15108,24148,490,14271,5696,5596,6934.0,822,1353,1,106
106年 1月,馬來西亞,775894.0,598,403,966,49,112,50,4800,3566,92,538,88188,86390,42191,12217,40932,14975,8848,17109,72,56,8795,5958,3617,148,1604,714,66866,52651,14215,488014,394586,49172,16336,27424,496,4159,15056,14567,6727.0,1114,1003,1,106
106年 1月,印尼,243247.0,5670,5595,295,－,26,168,1870,1687,14,－,756,423,35032,14632,28281,16756,6549,4976,2150,274,3913,48994,44290,875,1535,21,29120,19069,10051,68698,7411,45876,5635,9526,250,8312,2293,2103,4990.0,674,549,1,106
106年 1月,菲律賓,785679.0,1906,1894,256,2,4,96,2160,1593,263,－,347344,342272,18279,5869,19987,8531,9932,1524,528,108,5594,21250,18867,333,879,－,46949,25948,21001,248841,198046,24513,12825,12231,1226,59256,7535,7410,4378.0,753,763,1,106
106年 1月,新加坡,1364569.0,826,746,1888,211,935,228,5685,4405,1121,－,167698,164746,36030,14590,16246,6440,9051,755,332,386,3012,3090,1642,421,1845,6380,25133,15562,9571,1065656,975370,33483,14128,42039,636,4905,17477,17048,7331.0,727,948,1,106
106年 1月,越南,694964.0,9181,7868,1284,－,67,369,40867,3890,32060,2061,8160,2578,76750,31266,87953,62652,14608,10693,8961,183,14261,151494,128349,2475,1394,404,77440,54180,23260,177261,70165,62891,12518,31148,539,4198,19751,19534,12578.0,678,769,1,106
106年 1月,汶萊,1106.0,－,－,66,－,45,1,328,272,55,－,－,－,66,－,42,－,38,4,1,1,24,49,11,1,6,1,332,330,2,94,－,22,28,44,－,35,3,3,56.0,15,8,1,106
106年 1月,緬甸,19162.0,407,－,1,－,－,－,672,672,－,－,117,99,1168,206,1718,787,558,373,314,79,450,4212,3911,32,76,－,1887,1382,505,6831,7,5326,678,773,47,330,243,243,625.0,106,1,1,106
106年 1月,柬埔寨,50716.0,－,－,88,－,－,－,130,45,－,85,36,9,2458,157,2276,994,829,453,2535,－,1890,30643,28841,273,35,2,1743,1155,588,2678,3,1830,420,420,5,3516,234,234,2179.0,3,－,1,106
106年 1月,寮國,478.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,16,－,－,451,373,5,2,－,－,－,－,－,－,－,－,－,－,－,3,3,1.0,－,－,1,106
106年 1月,南亞,414958.0,584,523,620,－,－,147,248,117,1,－,6696,3560,62554,30097,86734,73046,9851,3837,2590,553,7323,61065,50271,345,2184,148,41195,29575,11620,123771,13080,71701,10562,28051,377,4857,5080,5007,8264.0,667,2012,1,106
106年 1月,印度,262498.0,7,7,553,－,－,18,172,64,－,－,6288,3399,44598,25066,53176,45960,5345,1871,678,522,4384,15349,12427,262,1175,148,27235,18809,8426,96685,12991,51786,7903,23840,165,2850,4052,4018,4346.0,479,1519,1,106
106年 1月,巴基斯坦,39208.0,49,－,16,－,－,128,38,36,－,－,101,－,6910,2927,7612,5063,2087,462,130,31,115,7655,2196,－,762,－,5490,4438,1052,6879,16,4254,1629,932,48,1251,362,362,1679.0,111,318,1,106
106年 1月,孟加拉,73508.0,12,－,42,－,－,1,23,3,－,－,123,4,8947,1503,19296,16826,1532,938,1762,－,1883,20901,19196,53,73,－,2649,1267,1382,15551,61,12553,623,2245,69,526,301,301,1365.0,38,106,1,106
106年 1月,斯里蘭卡,38545.0,516,516,9,－,－,－,15,14,1,－,184,157,2003,601,6004,4555,883,566,19,－,941,17082,16374,30,174,－,5798,5061,737,4378,12,3068,407,798,93,230,307,268,855.0,30,69,1,106
106年 1月,尼泊爾,1197.0,－,－,－,－,－,－,－,－,－,－,－,－,96,－,646,642,4,－,1,－,－,78,78,－,－,－,23,－,23,278,－,40,－,236,2,－,58,58,17.0,9,－,1,106
106年 1月,不丹,2.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2.0,－,－,1,106
106年 1月,哈薩克,1955.0,－,－,－,－,－,－,－,－,－,－,－,－,135,－,107,70,3,34,－,－,3,18,18,－,1,－,10,－,10,1418,1,300,139,978,－,230,8,8,25.0,－,－,1,106
106年 1月,中東,447147.0,2738,2691,483,213,－,197,1231,909,299,－,20950,20936,27782,13952,56973,32969,16171,7833,515,416,3622,31345,22855,261,2173,54,56701,44990,11711,162713,21676,57969,21106,58226,3736,59796,7862,7716,11335.0,1943,4053,1,106
106年 1月,伊朗,54726.0,－,－,－,－,－,122,29,－,29,－,7,7,8229,4019,10041,7988,1322,731,1,137,465,3381,161,1,82,－,14472,13084,1388,14255,452,5905,2286,5222,390,1220,817,817,1467.0,179,892,1,106
106年 1月,伊拉克,4257.0,－,－,－,－,－,－,41,41,－,－,－,－,47,－,299,47,250,2,－,－,50,162,118,－,42,－,819,663,156,1237,－,871,146,66,154,1376,146,146,38.0,－,17,1,106
106年 1月,以色列,37148.0,－,－,15,－,－,18,202,89,113,－,6,－,1919,829,4100,2752,931,417,7,1,283,1348,203,93,137,4,4268,2824,1444,19975,2929,4138,3435,8927,546,1597,1822,1783,1353.0,85,298,1,106
106年 1月,科威特,10130.0,433,419,72,62,－,－,40,40,－,－,1,1,243,200,1447,428,958,61,－,3,74,539,281,50,34,－,1455,1054,401,1822,－,946,655,196,25,3045,272,272,600.0,130,314,1,106
106年 1月,阿曼,23566.0,4,－,－,－,－,8,－,－,－,－,18059,18059,252,180,1392,1072,319,1,－,－,6,103,39,－,－,－,225,201,24,996,－,374,334,201,87,2344,26,26,151.0,82,44,1,106
106年 1月,卡達,4854.0,67,67,22,20,－,－,7,－,7,－,－,－,349,－,1011,565,312,134,－,44,7,59,15,－,13,－,695,643,52,1010,－,550,159,280,21,1219,50,50,301.0,51,139,1,106
106年 1月,沙烏地阿拉伯,84601.0,1200,1184,46,17,－,17,115,86,6,－,520,520,5282,4015,8668,4437,3682,549,449,73,840,2063,1070,19,473,3,7668,6089,1579,20685,213,7580,5288,7049,555,34269,657,635,1554.0,438,638,1,106
106年 1月,土耳其,105314.0,－,－,97,－,－,－,68,68,－,－,146,146,5429,906,16250,9609,2149,4492,4,－,306,4123,3321,5,503,4,10796,8680,2116,60449,17651,26258,3424,12476,640,3139,2373,2313,1622.0,27,614,1,106
106年 1月,阿拉伯聯合大公國,87077.0,693,693,172,74,－,20,138,87,51,－,2211,2203,4813,3178,9592,3699,4863,1030,53,156,1024,4576,3532,80,690,43,13069,9553,3516,37123,321,8703,4445,23034,620,8405,1024,1008,3195.0,741,1001,1,106
106年 1月,北美洲,2984163.0,13433,11953,8267,990,282,1356,23628,20804,2533,－,19130,12073,96487,31069,233146,37861,133458,61827,4888,3325,18025,64873,27973,7486,24277,5576,508573,317954,190619,1383376,155515,335722,219932,661042,11165,266611,109829,99062,191877.0,64476,74950,1,106
106年 1月,美國,2816071.0,12627,11148,7378,859,100,1115,20471,18082,2161,－,18906,12073,88883,30603,213164,34784,124365,54015,4775,3221,16661,59011,24291,6961,22763,5526,469650,291835,177815,1331725,150992,318127,212397,639763,10446,245723,107178,96540,180333.0,60358,70171,1,106
106年 1月,加拿大,168022.0,806,805,889,131,182,241,3157,2722,372,－,224,－,7568,466,19978,3077,9089,7812,113,104,1364,5862,3682,525,1514,50,38923,26119,12804,51651,4523,17595,7535,21279,719,20858,2651,2522,11544.0,4118,4779,1,106
106年 1月,中美洲,258032.0,2255,2234,156,17,－,－,863,250,575,－,1200,18,15972,1860,29754,14353,11994,3407,177,28,1164,15088,12332,532,1251,15,43031,29839,13192,111222,21879,32529,12781,41128,2905,23529,4153,3994,7642.0,2052,3192,1,106
106年 1月,墨西哥,188857.0,1103,1103,21,－,－,－,64,29,35,－,1051,12,9146,1735,14769,5471,7769,1529,9,17,479,7793,6205,370,901,4,36453,26311,10142,93692,21683,24448,9617,37588,356,15803,2483,2381,4699.0,1238,2324,1,106
106年 1月,南美洲,202688.0,3193,3191,500,2,－,13,576,350,226,－,97,66,10528,3795,35800,18107,10556,7137,44,19,2142,15407,13106,433,1255,131,26653,20956,5697,76499,12074,25790,10606,27181,848,18436,5416,5208,5546.0,1393,1499,1,106
106年 1月,巴西,93952.0,1159,1159,353,－,－,－,115,104,11,－,－,－,6177,2779,13388,8004,3235,2149,25,－,466,8815,7972,173,607,100,11697,9562,2135,41298,11616,7710,4717,17165,90,6133,1962,1921,1484.0,286,412,1,106
106年 1月,智利,18009.0,1,－,6,1,－,2,102,37,65,－,－,－,555,31,2647,244,1959,444,3,1,215,1219,817,57,29,23,2783,1881,902,7339,6,3332,991,2669,341,1281,773,731,973.0,296,305,1,106
106年 1月,秘魯,16371.0,37,37,17,－,－,－,90,21,69,－,31,－,1068,177,3235,1492,972,771,8,－,169,1134,1006,113,49,3,1614,1382,232,6307,16,3167,1599,1420,105,957,627,592,912.0,365,124,1,106
106年 1月,歐洲,2360044.0,1400,1327,2577,83,－,1525,8306,4452,3765,3,918,85,73213,25936,137386,39512,74197,23677,4517,1807,6156,48578,24740,5718,16311,8525,401577,268057,133520,1149858,251289,269536,157375,462447,9211,311285,77611,72239,102776.0,29316,40294,1,106
106年 1月,德國,530907.0,147,147,268,－,－,－,1257,1254,3,－,158,85,12018,1583,23550,5998,11577,5975,701,240,1932,8705,3937,715,3509,2321,76747,45306,31441,286248,101625,57471,38614,86259,2279,73120,16089,15051,23182.0,7661,7299,1,106
106年 1月,法國,150641.0,15,10,112,14,－,30,703,420,280,3,2,－,6095,1550,10124,2550,5933,1641,507,139,394,2455,680,365,1330,68,20672,10079,10593,80095,20301,17019,7779,34501,495,10992,7756,7609,8787.0,2154,4007,1,106
106年 1月,荷蘭,357027.0,11,9,1422,1,－,592,3579,1001,2543,－,294,－,13724,6654,20286,7746,9181,3359,684,449,631,5148,3528,520,1689,213,46146,31213,14933,181506,25834,41490,21757,91966,459,51413,14634,14168,14086.0,4847,6081,1,106
106年 1月,英國,290882.0,211,198,403,44,－,3,1079,689,390,－,15,－,5845,1912,20566,3296,14584,2686,482,145,952,6388,1877,1005,1886,2087,51193,31320,19873,121992,5328,21680,16873,77201,910,43972,12917,11590,19741.0,5604,8521,1,106
106年 1月,俄羅斯,82742.0,172,172,22,－,－,－,211,167,39,－,－,－,2450,606,4664,1850,1919,895,38,20,208,1331,659,103,507,－,17223,11371,5852,46781,1977,15012,7034,22374,384,5385,1366,1356,2261.0,631,1017,1,106
106年 1月,奧地利,41641.0,13,13,18,－,－,－,28,28,－,－,－,－,2298,960,1161,730,376,55,51,2,211,208,183,35,350,－,2358,717,1641,28725,6142,2749,4312,15509,13,4129,1351,1332,703.0,73,310,1,106
106年 1月,比利時,110937.0,145,145,92,－,－,104,258,199,59,－,448,－,6753,2065,8664,3924,4213,527,321,2,259,3522,2457,1123,769,24,37661,31845,5816,26518,3993,12796,4637,4702,390,17924,3297,3224,3053.0,430,1320,1,106
106年 1月,匈牙利,46920.0,－,－,－,－,－,－,－,－,－,－,－,－,316,48,902,95,592,215,－,－,17,128,119,14,1,－,1639,855,784,39701,12315,1774,1631,23947,34,3337,421,421,444.0,87,－,1,106
